months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
166,38,2000,1588.55,0,59600,-32100,8,1,0,0,2001,IL,100/300,MALE,MD,protective-serv,video-games,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,NO,?,Suburu,0
165,32,500,1399.26,0,70500,0,9,1,2,0,1998,IN,500/1000,FEMALE,High School,tech-support,exercise,own-child,Parked Car,?,Minor Damage,Police,PA,Northbrook,?,?,BMW,0
274,43,2000,1352.31,0,40700,-47300,22,1,0,3,2006,OH,100/300,MALE,College,farming-fishing,basketball,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,YES,YES,BMW,1
81,28,1000,1139.0,6000000,42400,0,0,3,1,2,2000,IL,250/500,FEMALE,Masters,sales,sleeping,husband,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,?,?,Saab,1
280,45,1000,1397.67,0,57900,0,0,3,1,2,1999,IN,250/500,MALE,JD,machine-op-inspct,camping,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,YES,NO,Ford,0
194,39,500,823.17,0,0,0,3,3,2,2,2012,IN,250/500,MALE,Masters,adm-clerical,paintball,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,?,NO,Dodge,0
112,27,500,965.13,0,60000,-54800,21,3,0,1,2013,OH,100/300,FEMALE,Masters,tech-support,exercise,unmarried,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,?,?,Nissan,0
24,33,1000,1922.84,0,0,-45200,0,1,2,1,2002,IL,500/1000,FEMALE,High School,machine-op-inspct,skydiving,wife,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,?,NO,Jeep,0
93,32,2000,1624.82,0,65300,-65600,16,1,1,1,2006,OH,250/500,MALE,PhD,exec-managerial,basketball,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,?,?,BMW,0
171,34,2000,1277.25,0,84900,0,14,1,1,2,1996,IN,250/500,FEMALE,College,exec-managerial,yachting,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,NO,?,Volkswagen,1
200,40,1000,1439.34,0,45300,-20400,9,1,0,0,2015,IL,100/300,FEMALE,High School,sales,exercise,other-relative,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,?,NO,Ford,0
120,28,1000,1281.27,0,68900,0,9,3,0,3,2010,IL,250/500,FEMALE,PhD,tech-support,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,NO,?,BMW,0
325,46,500,1348.83,0,46300,-77500,21,3,1,2,1999,IL,500/1000,FEMALE,High School,prof-specialty,basketball,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,?,YES,Toyota,0
124,32,1000,1198.15,0,0,-43200,19,3,0,2,1995,IL,250/500,FEMALE,MD,other-service,hiking,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,NO,YES,BMW,0
211,35,2000,1221.22,0,76000,0,2,1,0,1,2008,OH,100/300,MALE,Masters,machine-op-inspct,camping,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,YES,?,Mercedes,0
287,41,2000,968.74,0,0,-49000,9,1,2,3,2001,IL,500/1000,MALE,Masters,transport-moving,video-games,wife,Vehicle Theft,?,Trivial Damage,,SC,Northbrook,?,?,Suburu,0
122,34,1000,1220.71,0,58600,-28700,5,1,2,1,2013,IN,250/500,MALE,PhD,machine-op-inspct,video-games,own-child,Parked Car,?,Minor Damage,,SC,Northbend,?,YES,Chevrolet,0
22,29,2000,1238.62,6000000,0,-56200,14,1,2,3,2012,IN,250/500,MALE,MD,exec-managerial,yachting,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,?,?,Accura,1
106,31,2000,1320.75,0,54100,0,20,3,0,3,2011,IL,500/1000,FEMALE,JD,farming-fishing,video-games,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,?,YES,Accura,0
398,58,500,990.98,0,0,-57900,18,1,2,1,2002,OH,100/300,FEMALE,Associate,exec-managerial,cross-fit,wife,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,YES,?,Accura,1
214,41,500,1398.51,4000000,0,-57100,13,3,2,0,1996,IL,500/1000,MALE,Masters,tech-support,polo,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,?,NO,BMW,1
209,38,500,1355.08,0,58100,0,21,1,1,1,2014,OH,100/300,FEMALE,MD,other-service,golf,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,?,?,Nissan,0
82,27,1000,1384.51,0,13100,-38200,14,1,2,3,2007,IL,100/300,MALE,PhD,adm-clerical,reading,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,NO,?,Volkswagen,1
193,41,500,847.03,0,0,0,1,1,1,0,2011,OH,250/500,FEMALE,JD,craft-repair,skydiving,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,?,YES,Suburu,1
134,32,1000,1000.06,0,0,0,17,1,1,0,2014,OH,100/300,FEMALE,PhD,farming-fishing,base-jumping,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,?,?,Audi,0
288,45,1000,1046.71,0,0,0,4,3,2,1,2009,IL,100/300,MALE,Masters,priv-house-serv,polo,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,?,?,Mercedes,0
104,32,500,1158.03,0,31900,-44600,23,3,1,3,2006,IN,250/500,MALE,High School,exec-managerial,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,YES,YES,Volkswagen,1
431,54,1000,1372.27,0,17600,0,13,3,2,3,1997,OH,100/300,FEMALE,Masters,craft-repair,paintball,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,NO,?,Suburu,0
101,33,1000,1053.04,7000000,52000,-44500,20,3,1,3,2013,OH,100/300,FEMALE,Masters,other-service,reading,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,NO,?,Saab,1
375,50,1000,1275.39,0,0,0,16,1,2,3,1996,OH,100/300,MALE,Associate,sales,bungie-jumping,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,YES,NO,Audi,1
461,61,2000,1402.75,0,0,0,10,3,2,1,2006,OH,100/300,MALE,JD,exec-managerial,exercise,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,?,YES,Jeep,0
428,59,500,1344.36,7000000,0,0,8,1,2,3,2013,IN,250/500,FEMALE,JD,prof-specialty,hiking,other-relative,Parked Car,?,Minor Damage,,WV,Northbend,?,NO,Saab,0
45,38,1000,1197.71,0,29000,0,17,3,2,0,2013,IN,100/300,MALE,Masters,machine-op-inspct,movies,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,?,?,Suburu,0
136,29,500,1203.24,0,62500,-66900,9,1,2,0,1999,OH,100/300,FEMALE,JD,transport-moving,video-games,other-relative,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,?,?,Honda,0
216,36,1000,1152.4,0,39600,-82400,0,1,2,3,2014,IN,500/1000,FEMALE,Associate,priv-house-serv,reading,unmarried,Parked Car,?,Minor Damage,Police,VA,Springfield,YES,?,Mercedes,0
278,48,2000,1142.62,7000000,0,-54000,12,1,2,0,1997,IN,500/1000,FEMALE,MD,farming-fishing,dancing,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,?,?,Chevrolet,0
295,48,1000,1332.07,0,49700,-59100,20,2,2,1,2002,OH,500/1000,FEMALE,MD,exec-managerial,polo,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,NO,YES,Volkswagen,0
112,30,1000,1166.54,0,47700,-59300,3,1,2,0,1997,OH,500/1000,FEMALE,Masters,prof-specialty,sleeping,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,YES,NO,Dodge,1
122,34,500,1495.06,0,38100,-31400,18,3,2,0,2011,IL,250/500,FEMALE,Masters,prof-specialty,polo,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,NO,YES,Mercedes,0
108,29,1000,1337.92,0,71400,0,4,3,2,2,2012,IN,500/1000,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,NO,YES,Suburu,0
14,28,2000,1587.96,0,0,-26900,18,1,2,1,2012,OH,250/500,FEMALE,Associate,craft-repair,board-games,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,?,YES,Audi,1
298,45,1000,1362.29,0,0,-51100,18,3,0,0,1999,IL,500/1000,MALE,High School,farming-fishing,yachting,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,NO,NO,Saab,0
276,46,500,1448.84,0,0,-50000,7,1,0,1,2015,IL,250/500,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,?,NO,Toyota,0
47,37,2000,1241.97,0,75400,0,18,1,1,0,2011,IN,250/500,MALE,High School,other-service,movies,not-in-family,Parked Car,?,Minor Damage,,NY,Hillsdale,NO,NO,Jeep,0
222,42,500,1124.6,0,0,0,23,3,0,0,2006,IL,250/500,MALE,Associate,armed-forces,hiking,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,YES,?,Jeep,0
119,28,2000,1079.92,0,88800,0,1,1,0,1,2007,OH,250/500,MALE,High School,machine-op-inspct,hiking,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,?,YES,Volkswagen,1
73,29,1000,1447.78,0,35100,-59900,15,3,1,0,2001,IL,250/500,MALE,College,protective-serv,board-games,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,YES,?,Dodge,0
8,31,500,1229.16,4000000,0,-88300,2,3,0,2,2014,IN,250/500,FEMALE,MD,transport-moving,kayaking,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,?,YES,Volkswagen,0
294,44,1000,1226.49,0,53900,0,3,1,0,1,2002,IL,100/300,FEMALE,PhD,farming-fishing,kayaking,unmarried,Vehicle Theft,?,Trivial Damage,,WV,Riverwood,NO,NO,Ford,0
324,46,2000,897.89,6000000,0,-41300,13,1,1,0,2011,IN,100/300,MALE,MD,tech-support,board-games,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,?,YES,Jeep,0
155,34,500,1706.79,0,0,0,1,1,1,1,1998,IN,100/300,MALE,Masters,protective-serv,dancing,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,NO,YES,Honda,0
261,45,1000,1254.18,0,0,-45100,16,1,0,1,2003,IL,250/500,FEMALE,PhD,prof-specialty,kayaking,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,YES,?,Volkswagen,0
245,40,500,885.08,0,27000,-58900,0,1,0,1,1998,IN,500/1000,FEMALE,Masters,armed-forces,skydiving,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,YES,NO,Chevrolet,0
235,39,500,1046.58,4000000,0,-31700,1,1,2,1,2010,IL,100/300,MALE,MD,tech-support,exercise,wife,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,?,NO,Chevrolet,0
53,36,2000,1712.68,0,72200,0,17,3,2,0,2006,OH,500/1000,MALE,Associate,handlers-cleaners,basketball,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,?,YES,Audi,0
426,54,2000,1097.71,0,29600,-22300,13,1,2,3,1997,IL,500/1000,FEMALE,Masters,adm-clerical,reading,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,YES,?,Dodge,0
111,27,500,1363.77,4000000,51100,0,12,1,2,3,2009,IN,250/500,FEMALE,Masters,tech-support,exercise,husband,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,YES,NO,Accura,0
86,26,500,1382.88,7000000,0,-30300,11,1,1,1,2011,OH,100/300,MALE,JD,tech-support,cross-fit,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,?,YES,Chevrolet,1
296,46,1000,1141.35,7000000,0,0,18,1,0,2,2013,OH,100/300,MALE,Masters,craft-repair,sleeping,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,?,NO,Mercedes,0
125,35,500,1054.83,7000000,0,-51300,17,1,2,3,2007,OH,500/1000,MALE,JD,tech-support,cross-fit,husband,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,YES,NO,Mercedes,1
177,34,2000,1057.77,0,0,-57700,22,3,1,1,2009,IL,100/300,FEMALE,JD,tech-support,bungie-jumping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,?,NO,Audi,0
238,39,2000,1488.02,0,0,-39200,9,1,1,3,2010,IN,250/500,FEMALE,JD,protective-serv,exercise,other-relative,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,YES,YES,Chevrolet,0
81,25,500,920.3,5000000,51000,-67900,11,3,1,0,2003,IN,100/300,FEMALE,High School,tech-support,hiking,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,?,?,Honda,1
128,28,1000,986.53,0,62700,0,11,1,0,2,2007,OH,500/1000,FEMALE,High School,adm-clerical,polo,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,NO,YES,Honda,0
449,57,2000,1440.68,0,25000,0,8,1,0,1,2008,OH,250/500,MALE,Associate,tech-support,movies,own-child,Parked Car,?,Minor Damage,,SC,Riverwood,YES,YES,Volkswagen,0
252,39,1000,1086.21,0,68500,-57500,18,1,1,2,2001,IN,250/500,MALE,JD,farming-fishing,hiking,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,?,?,Nissan,0
359,47,2000,1367.68,0,0,0,13,1,0,3,2012,OH,100/300,FEMALE,MD,handlers-cleaners,basketball,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,NO,NO,Mercedes,0
19,32,1000,1215.85,0,42900,-90200,8,1,1,1,2015,OH,500/1000,MALE,High School,other-service,hiking,husband,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,YES,YES,Nissan,0
73,26,2000,1191.19,4000000,29300,0,9,3,0,1,2003,IL,250/500,MALE,MD,farming-fishing,basketball,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,?,YES,Chevrolet,0
285,44,1000,1594.45,0,0,0,17,2,2,3,2006,IL,500/1000,MALE,High School,handlers-cleaners,bungie-jumping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,YES,NO,Saab,0
196,36,2000,1463.07,0,0,0,3,1,1,1,2001,IN,250/500,MALE,MD,armed-forces,skydiving,own-child,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,?,NO,Jeep,1
223,43,500,1734.09,0,0,0,6,1,0,3,2006,OH,250/500,FEMALE,MD,adm-clerical,camping,not-in-family,Parked Car,?,Trivial Damage,,WV,Arlington,YES,?,Accura,0
328,48,500,1411.43,0,45100,-32800,17,1,2,1,2014,IL,250/500,MALE,Masters,armed-forces,bungie-jumping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,YES,NO,Honda,0
285,43,2000,1512.58,0,47600,0,7,1,1,1,1997,OH,100/300,FEMALE,College,sales,paintball,other-relative,Vehicle Theft,?,Minor Damage,Police,SC,Arlington,?,?,BMW,0
30,31,2000,1153.35,0,0,0,9,1,2,1,2011,IL,250/500,MALE,PhD,craft-repair,golf,not-in-family,Vehicle Theft,?,Trivial Damage,Police,NY,Hillsdale,NO,YES,Suburu,0
342,49,500,1722.95,0,63100,-13800,3,1,2,0,2006,OH,250/500,MALE,PhD,transport-moving,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,?,YES,Suburu,0
219,39,2000,1281.07,7000000,0,0,6,1,0,2,2015,IN,250/500,FEMALE,High School,protective-serv,board-games,unmarried,Parked Car,?,Trivial Damage,Police,NY,Springfield,NO,NO,Chevrolet,0
468,62,500,1011.92,0,0,0,7,3,0,3,2009,IL,100/300,MALE,PhD,machine-op-inspct,paintball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,YES,?,Chevrolet,0
241,39,2000,1042.26,0,0,0,21,3,1,2,1995,IL,250/500,MALE,JD,sales,kayaking,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,NO,?,Saab,0
223,43,500,1235.1,0,66400,-34400,14,1,2,1,2011,OH,500/1000,FEMALE,Masters,tech-support,exercise,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,NO,NO,BMW,0
128,32,2000,768.91,0,0,-39300,0,1,1,0,1999,OH,100/300,FEMALE,College,sales,chess,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,?,NO,Ford,1
124,29,500,1301.72,0,0,0,14,3,0,3,2005,OH,500/1000,MALE,Masters,handlers-cleaners,golf,husband,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,?,YES,Audi,0
343,48,500,1451.54,3000000,0,0,13,4,2,3,2003,IN,250/500,MALE,JD,adm-clerical,hiking,husband,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,NO,NO,Mercedes,0
404,53,500,767.14,0,25500,-36700,8,1,0,1,2002,IN,250/500,MALE,Associate,sales,reading,not-in-family,Parked Car,?,Trivial Damage,Police,WV,Columbus,NO,NO,Suburu,0
63,24,2000,1620.89,0,0,0,7,1,2,0,2015,OH,250/500,FEMALE,High School,handlers-cleaners,movies,other-relative,Vehicle Theft,?,Minor Damage,Police,NC,Hillsdale,NO,NO,Toyota,0
210,37,2000,1048.46,0,59900,0,9,1,1,2,1999,IN,500/1000,MALE,High School,priv-house-serv,skydiving,not-in-family,Vehicle Theft,?,Trivial Damage,,OH,Columbus,?,?,Dodge,0
335,50,1000,1538.26,6000000,62200,-31400,12,3,2,3,2009,OH,100/300,MALE,High School,sales,yachting,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,YES,YES,Volkswagen,0
11,40,2000,1217.69,0,24000,0,6,3,1,0,2004,OH,500/1000,FEMALE,MD,prof-specialty,reading,wife,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,?,?,Dodge,1
142,33,2000,1362.64,5000000,0,0,11,1,1,3,2009,IN,100/300,FEMALE,JD,exec-managerial,cross-fit,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,YES,?,Suburu,1
272,43,1000,1279.13,0,0,0,5,3,1,2,2006,OH,100/300,MALE,PhD,craft-repair,bungie-jumping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,?,YES,Audi,1
69,26,2000,924.72,0,0,0,14,1,2,2,2008,IL,100/300,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,NO,NO,Audi,0
38,28,1000,1019.44,0,0,-39700,17,1,2,1,2004,OH,250/500,MALE,Masters,transport-moving,yachting,not-in-family,Vehicle Theft,?,Trivial Damage,,NC,Springfield,?,NO,BMW,0
328,46,500,1314.6,0,24800,0,0,1,2,3,1998,IL,500/1000,FEMALE,MD,prof-specialty,exercise,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,?,?,Saab,1
281,43,1000,1515.18,6000000,0,0,21,3,1,0,1999,OH,100/300,MALE,College,priv-house-serv,camping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,NO,NO,BMW,0
246,44,2000,1649.18,0,0,-58600,18,1,1,2,2009,OH,250/500,MALE,College,farming-fishing,base-jumping,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Hillsdale,YES,YES,Honda,1
298,49,500,1451.01,0,47800,0,17,1,2,2,2012,OH,250/500,FEMALE,College,other-service,exercise,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,NO,NO,Jeep,0
330,50,1000,978.46,0,0,0,19,1,0,0,1995,IL,500/1000,FEMALE,High School,sales,yachting,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,YES,NO,Chevrolet,0
362,50,500,1198.34,4000000,53000,-72500,17,3,1,1,1995,IL,250/500,MALE,Associate,sales,board-games,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,?,NO,Mercedes,0
241,38,2000,1003.23,0,0,0,23,3,0,3,2008,IN,100/300,FEMALE,Associate,tech-support,kayaking,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,?,YES,Accura,0
245,41,2000,1212.0,0,24400,-60500,4,1,0,1,1999,IN,500/1000,MALE,Masters,exec-managerial,basketball,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,YES,YES,Jeep,0
371,52,1000,1242.96,7000000,0,-37100,2,2,2,0,2010,IL,250/500,FEMALE,High School,other-service,paintball,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,YES,?,Accura,0
343,52,1000,1053.02,0,0,0,2,1,0,2,2005,IL,500/1000,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,?,NO,Toyota,1
377,53,500,1693.63,0,0,-64000,10,3,1,3,2015,IL,100/300,FEMALE,MD,craft-repair,kayaking,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,YES,NO,Saab,0
154,37,1000,2047.59,0,0,-67800,2,1,0,3,2000,IL,250/500,FEMALE,MD,farming-fishing,dancing,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,?,NO,Accura,0
166,34,1000,1083.72,0,65600,-68200,18,1,0,2,2005,OH,100/300,FEMALE,High School,machine-op-inspct,base-jumping,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,NO,YES,Honda,0
298,46,1000,1138.42,6000000,36900,-55000,18,1,2,3,2005,OH,500/1000,MALE,JD,prof-specialty,dancing,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,NO,YES,Volkswagen,0
235,42,500,1072.62,0,39900,-60200,7,4,2,1,2006,IN,250/500,FEMALE,Masters,machine-op-inspct,exercise,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,?,YES,Toyota,0
172,35,2000,1219.04,0,63600,-68700,19,3,2,0,1999,IL,100/300,MALE,MD,handlers-cleaners,paintball,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,?,NO,Nissan,0
27,28,2000,1371.78,0,0,-32500,10,3,0,2,2015,IN,100/300,MALE,JD,farming-fishing,polo,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,?,YES,Audi,1
428,54,2000,1506.21,0,0,-24400,16,3,1,0,2009,IN,100/300,MALE,Masters,transport-moving,kayaking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,NO,?,Nissan,0
99,32,1000,1058.21,3000000,0,0,17,1,1,1,1999,IN,100/300,MALE,JD,craft-repair,golf,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,YES,NO,Dodge,0
107,26,2000,932.14,0,40600,0,2,3,2,3,1996,IL,500/1000,MALE,MD,sales,cross-fit,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,NO,NO,Audi,1
272,41,2000,1608.34,0,33300,-10600,19,1,1,1,2010,OH,500/1000,FEMALE,Associate,farming-fishing,reading,own-child,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,?,?,Saab,0
151,37,1000,1728.56,0,54000,0,0,1,1,1,1999,IN,500/1000,FEMALE,Masters,farming-fishing,dancing,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,YES,?,Suburu,0
